,id,content,Sentiment_updated
5672,5673,@joshtastic1 Going to see Star Trek,worry
5673,5674,@samthepenguin Wowza o____O you went the whole hog then,neutral
5674,5675,I love how when I leave my laptop on my bed it creates a nice toasty spot,love
5675,5676,I love my mommy.,love
5676,5677,@jason_2008 thanks  there's a men's version in June. It's very popular.,happiness
5677,5678,"@Lotay haha im jewish, i love that one",love
5678,5679,"@kristenstewart9 Hi!good luck for the mtvawards, Im sure you're going to win!I hope so!I Love your work! ha you speak spanish? take care",love
5679,5680,I chopped a fringe in last night got tired of having it hang in my eyes. Made a mess,worry
5680,5681,@sweet_avenue Love your website! Wish I lived closer to sample the cupcakey treats,love
5681,5682,@unitechy wud like to. But I actually have a free weekend this time and family is visiting. so I'm staying put. next time,worry
5682,5683,"@Chet6 yep infact she is popular, miss india 99, talented film actress .... and lot more",sadness
5683,5684,@thisgelly @missneecie Happy Mother's Day to both of yall.  from me and my boys...,happiness
5684,5685,We in bed now.,neutral
5685,5686,Had fun early night Vegas because Pool tomorrow,happiness
5686,5687,"@djwhiteboyyy what's up? Not much, just listening to music  I'm in TX",neutral
5687,5688,HAPPY MOTHERS DAY.!,love
5688,5689,I love crowded cars  and Ayanna!,love
5689,5690,"@lionschmion Honey I don't think you're kidding for a MOMENT, I feel that your dedication to the gorgeous smirky men is STRONG indeed!",worry
5690,5691,@KerronClement Have a good flight!,worry
5691,5692,@pyrat_ ay beezy! finally lol its time to hookah so get off twiiter...love ya,love
5692,5693,@DavidArchie Good morning David! Happy Mother's Day to your mom lol. Too bad u can't be with her. She is so awesome!,happiness
5693,5694,Only just past 8am and already been spoiled rotton,worry
5694,5695,hello twittttty world! how do you do?,neutral
5695,5696,@NKOTBSummertime Sweet i'm 5'3 so perfect for me,love
5696,5697,"@blue_raven oh, I'm skeptical too. I just think it's the best thing he could have said under the circumstances",worry
5697,5698,Good morning guys!  Dont forget: Today is mothers day! Mommy? I LOVE YOU ! Youï¿½re the best &lt;3,love
5698,5699,"Had a blast, babe. Thanks joe. &lt;3  i love everyone! Tyler...happy birthday.",love
5699,5700,@DaveStyles Haha yes and that is BS! all men lie. show me one who doesn't and I'll marry him,happiness
5700,5701,cynthia and jenny are spamming my twitter! haha,neutral
5701,5702,@vivanews_com All breaking news will be tweeted here I hope  welcome to twitter!,worry
5702,5703,ouch i have a headache. but i am in a ridiculously good mood,worry
5703,5704,Kandice and I just found 'Baby Sailor Blue' at Casey Moores  http://yfrog.com/0ltrdaj,neutral
5704,5705,@dhewlett Stress test: http://www.selfhelpmagazine.com/psychtoons/glasbergen/StressManagement/StressTest.gif  Good luck!,worry
5705,5706,"i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",worry
5706,5707,helll yeah  i found a melon bar in the freezer ....mmm best cure for my hangover,worry
5707,5708,"@jen004 Nope, not &quot;done&quot; yet",neutral
5708,5709,"Shite night, tomorow, I get to hang out with my little brother and neice, should be sufficient enough to change my mood",worry
5709,5710,"Standin in a forest, just got the maddest photos taken",neutral
5710,5711,Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,love
5711,5712,@Jae878  thanks  I'm holding my mini laser light thingy lol. How are u?,love
5712,5713,finally got to see you,neutral
5713,5714,"@michaelmagical #warmfuzzies to you, my friend",neutral
5714,5715,"boopboopboop. still talking to ashley &amp; brittany.  i've been talking to ashley for forever, and our convo still goes places. we're awesome",happiness
5715,5716,"@MISS_OTTAWA ur welcome, sweet dreams!",love
5716,5717,@bribee84 LOL too funny!!!  I love my Angels hehe,fun
5717,5718,@colinkelly thanks colin hearing that bad knee Imor not il crawl over the finish line  your a wee star,worry
5718,5719,@amcourtneyeman kirk is hotter than spock,neutral
5719,5720,"@johncmayer lol that just totally made me laugh, which made my day",happiness
5720,5721,@SarinneJonas thats so cool,neutral
5721,5722,success!,worry
5722,5723,"Morning, up early to travel to today's game but reli happy my bro is coming to watch me  x",happiness
5723,5724,"@TomFelton Aww Stanley, have you still got him, they can live for like 20 years right?  x",worry
5724,5725,@JackieShimamoto i love cobra starship!!  thanks for the suggestion!,love
5725,5726,Pretty sure my kitties missed me...one is laying on me and the other 2 are on each side of me. They are so cute though.,love
5726,5727,@rowsell you really chose the wrong time of year to do this didnt you,worry
5727,5728,CloneCloud: actually it's distant processor provisioning  like the idea http://bit.ly/b9v90,neutral
5728,5729,"@jojowright thank you, god bless im going to eaat my in in out",happiness
5729,5730,"@patriciaco Youtube. ) Really awesome quality, actually.",happiness
5730,5731,Having first beer in over 8 days what has happened to me and Im only having it cause Miss 8 wanted to get me one for mothers day.,worry
5731,5732,Jennnnnn richhhh wast to the ed,neutral
5732,5733,This is dedicated to all those moms out there - Happy Mother's Day  ? http://blip.fm/~5z2g9,happiness
5733,5734,Watching the kids eating an ice cream.,neutral
5734,5735,@njoups thnks for followin,neutral
5735,5736,@lexi_bexi I totally and completely agree,worry
5736,5737,just watched what happens in vegas  it was really good,happiness
5737,5738,@farewellcup thank you for the re-tweet,love
5738,5739,Ready to crash!...had a great day and a FUN night! I couldn't ask for anything more  Night!,worry
5739,5740,@beyondthestars omg! shannon Happy Birthday!!!! I'm celebrating for you!,happiness
5740,5741,I didn't check Twitter till just now. Thanks everyone for all the Congrats! I really really appreciate it  #fb,love
5741,5742,@adityamishra yeah next time,neutral
5742,5743,"And they are so censoring over at nin.com, nobody can really speculate about these things are disagree with anything",worry
5743,5744,@salece the green one! It's limey,neutral
5744,5745,Loves when hard work pays off. Yay for being nominated for the National Society of Collegiate Scholars!! Wow!!,happiness
5745,5746,@DebbieZachry very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,happiness
5746,5747,"Finally back in bed with my puppies after a LONG week in Jamaica. loved it, but lve to be home too!! Night",relief
5747,5748,@TEAMJAYDENICOLE love the background! those are my fave pics of them when they're at the beach!  thanks for the follow!,love
5748,5749,"@ThePBG look, no matter the ethnicity, women are something else!  fellas, can I get an amen? *dueces*",worry
5749,5750,"off to mothers day brunch with the gang. YAY!!!!! It's not the Zoo, but should be just as much fun.",happiness
5750,5751,@dpfdpf probably something to do with FriendFeed,neutral
5751,5752,@DavidArchie morning David! i hope you're able to contact you're mom for Mother's Day!she seems really sweet  i guess you get it from her!,relief
5752,5753,Something strange in the air lately. Been setting everyone on edge. Going to do a good smudging of the house. Good to do those anyway,worry
5753,5754,@MarkMayhew ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend,neutral
5754,5755,@mcraddictal byeeeee,neutral
5755,5756,"@jordansgirl81 they can be a drag,,but for the most part they come in HANDY  hee hee",neutral
5756,5757,is awake earlier than expected but is in a good mood and the sun is out,neutral
5757,5758,if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol,worry
5758,5759,@michaelmagical Hello again  How'd ur saturday go?,neutral
5759,5760,@vieriu I am blessed beyond measure,happiness
5760,5761,@taraaverette You seem Cool,neutral
5761,5762,"@dangercharlie you're welcome char, glad you liked the cake, it's pretty simple you should give it a try",happiness
5762,5763,watching snl with my ucsd girls and laughing about twitter/blackberry jokes  thought i'd tweet that.,neutral
5763,5764,"@SheriRocks Aww   I know, we used to chat but you became too cool for me ;)",neutral
5764,5765,Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,happiness
5765,5766,@atownbrown08 you cooould say that,neutral
5766,5767,We got JoJo in for free and free drinks for Mom! My kind of night,worry
5767,5768,@libras_art That would be the one.  It's awesome sauce.,neutral
5768,5769,i love the music video of you belong with me by taylor,love
5769,5770,"Happy Mother's day to allMothers, Cheers!!",happiness
5770,5771,"@emmilyxoxo wow,that must be sooo cool",happiness
5771,5772,@katehughes So what do you do when you wake up? Morning by the way,neutral
5772,5773,@mandysaturn13 @_Bella_Cullen13 posted and its good,worry
5773,5774,"@trendscaping Check and check!   And yes, I did (and am)!",neutral
5774,5775,@michellem You have DSL? Welcome to 2009!,neutral
5775,5776,"Hi tweete, surprised to see everyone still up...maybe it's the full moon",neutral
5776,5777,@r_u_b_y_l totes it's gonna be fun as bi-otch. yeah she'll do it... we'll make her!!,fun
5777,5778,@Dnldub Hey! I am back.  Been listening to retrorewind.  How you do always know everything.,neutral
5778,5779,@TradingGoddess OK! Oops sorry,worry
5779,5780,@indigofish911 Ooooh! I thought eggos were some kind of synthetic egg or egg sustitute or something. You crazy Americans,sadness
5780,5781,@teresanguyen oo ok. When I opened up twitterfon and it said I had a reply I was like lauren Conrad andswere me  haha,neutral
5781,5782,had an okay day. but hanging out with brianna and saelina was good,worry
5782,5783,"@nikkidang Yeah I've been going there for the last month!!  SO amaaaazing, I'll bring some back for you",neutral
5783,5784,"you tell yo mamma an em i axe how she durrin, and that i said happy mothers day.",love
5784,5785,I want some candy!!!,neutral
5785,5786,"3,144 words later, it's bedtime",neutral
5786,5787,"@vobes Sounds a bit Alan Partridge  A-ha! (Good morning, by the way)",happiness
5787,5788,"@mistressmia had not heard the title or author before, must look it up  Enjoy",worry
5788,5789,@patofnavar Dylan Dont think twice.,worry
5789,5790,"@mcmike337 Yeaa I Know She is Smartier Then That, plus She Knows The real Thing Is Better Lol",worry
5790,5791,@valleymon HELLO friend!! Welcome to Twitter!!,neutral
5791,5792,is having fun with the traditional family dinner party for Mother's Day...,happiness
5792,5793,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,love
5793,5794,@nikicheong try installing Twibble which is a Java based app that should work on most phones,neutral
5794,5795,"just got back from..ahem, meal#4...was boring but had to eat nonetheless",neutral
5795,5796,And they are really censoring over at nin.com and I really hesitate to go over there are talk about this,worry
5796,5797,addict to &quot;long time gone&quot;,neutral
5797,5798,Calling it a night .... talk to yall tomorrow,happiness
5798,5799,Good Morning and Happy Mothers Day everyone,love
5799,5800,@masterballerina tell your grandmother i say hello,neutral
5800,5801,"@jessicasydney i did, haha. i'll run is more suitable, at the moment.",worry
5801,5802,This is the earliest I've been up for ages! Body is crying to go back to sleep... Must resist! A shower should do the trick,worry
5802,5803,"haven't twittered in forever. yeah, just had my sixteenth birthday party tonight",happiness
5803,5804,@Meshel_Laurie your dad is a superman for pulling through! Take it easy,neutral
5804,5805,"@misscupcake Of course. I'd send it to you, but I don't think it would survive the trip.",neutral
5805,5806,Playdate with Jenny was fun.,happiness
5806,5807,that boy over there is something worth admiring,worry
5807,5808,Ra'anana is a wonderful place,neutral
5808,5809,"ending my evening on the best note.  i will love you forever, tweets.",love
5809,5810,living in ballarat again,neutral
5810,5811,"@delamarRX931 haha, happened to me a lot of times. Know the feeling. Happy mums day to ur mom too delle",love
5811,5812,Happy Mother's Day to all mothers including my own mom!,happiness
5812,5813,Prism is the MY nEW wEBTOP.. mozilla labs rocks my world...,neutral
5813,5814,@BB517 @mespptc Yeah I'm okay been icing and ace bandage and sitting on my @$$ on twitter... LOL Thanks,neutral
5814,5815,@yongfook  ack ~ of course i'm a person! but i think @alaskamiller knows that,neutral
5815,5816,@ericludzenski Fuck you,hate
5816,5817,@akingbayo umm i like lucas and peyton  wbu ?,neutral
5817,5818,Hanging out with Dan from Houston Calls!!,worry
5818,5819,"@disang iya, nyokap gue pernah berkata demikian  :-|  and it's so hard to share what we have",surprise
5819,5820,"Watching Almost Famous with Andrew, Michael, and Yolanda",neutral
5820,5821,@Rayyychell They're for my mama  I always bake late and get worried that the mixer is gonna bother people.,worry
5821,5822,"@Chaela12312 yay, I'm glad  THOUGH MAN I WANTED TO SEE IT",relief
5822,5823,"@rhettroberts haha no, I was referring to the band... http://www.myspace.com/lcdsoundsystem",neutral
5823,5824,@robdelete yo  what you think of last night? was good to see ya!,surprise
5824,5825,Mango Medley has yummy mango and mango ice cream!,sadness
5825,5826,"Gotta get up early to spend some time with my mommy before I go to work, so I'm off to bed. Goodnight twitter",relief
5826,5827,Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!,happiness
5827,5828,@whoariley riley hacked my twitter!  hahaha :],happiness
5828,5829,well.. i just saw the dead zone for the first time. its a good TV show. @ddlovato is back,happiness
5829,5830,"God, i lOVE quizzes. when i get my phone im gonna be on it 24/7 doing facebook quizzes.",love
5830,5831,is getting married in Vegas in November by an Elvis impersonator am so happy!!!,happiness
5831,5832,@jason_2008 don't be sorry  you can race for charity or just for fun. I do this one for fun.,fun
5832,5833,"Man, finishing &quot;Operation Anchorage&quot; sure gives you an unfair advantage, loot-wise... I love the stealth field suit and Gauss rifle",love
5833,5834,@beverlykidd also happy mother's day,happiness
5834,5835,@FunkShoi You can save it for next time!!   ? http://blip.fm/~5z2sv,worry
5835,5836,"@jakobo A mocha at 12:30am? My, youï¿½re brave",neutral
5836,5837,@yinawu Happy Mother's Day  http://bit.ly/iJm54  (my friends made the video),happiness
5837,5838,I am usually more creative on Mother's Day but lately I have not been feeling creative. O.K.. Good Night.  uh Morning...,neutral
5838,5839,off to pearlyn's place - gran's bday + mothers' day dinner tonight!  mom went for adults' svc today!!!  (L) happy mothers' day moms!,love
5839,5840,@slicedlime That your blog? - didn't realize I was following the blogger on my RSS feed! Great idea btw,worry
5840,5841,This morning is for smiling smugly to oneself. Anyone can join in,neutral
5841,5842,"@snoopmikey will terminator be on next week's TRS by chance? and i dont mean tuesday's release, but the next",neutral
5842,5843,@TomFelton awww. sooo adorable!  how old were u in that video?,love
5843,5844,"@ahoova Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",neutral
5844,5845,Sha and i are fcp/macbook pro buddies now.,neutral
5845,5846,new photo   im hungry...getting off the computer now!,worry
5846,5847,"@jo_locanawan: sure! Of course i'll pray for her too. Thank you, jo  send my warm regards to ur mom.: @jo_loc... http://bit.ly/Beih5",love
5847,5848,Hahhahah I'm watching the greatest movie ever,happiness
5848,5849,I'm going to see sweeney todd on stage with my best friend for her bday today (I know I'm going to be the one who sings along!!),worry
5849,5850,@foprof LOL.  Leave a kid on internet and the kid will do stupid things.,worry
5850,5851,Here  dude we got here n a table readyyy fo us,worry
5851,5852,@DelicatelyReal looool .. me 2 !! ana i will vote 7ag ele ye6le3ni taqa3od now,neutral
5852,5853,@ahbilly are you in need of another kiss attack??,worry
5853,5854,@dbgrady Shop smart.  Shop S Mart.,neutral
5854,5855,"sleepy time! and, my room is finally clean.",neutral
5855,5856,@crystallynn09 I know!! Yayy,happiness
5856,5857,"@heidimontag - Bless you as well sweetie, and i hope you have a wonderful weekend",love
5857,5858,Happy Mother's Day to all Mums on Twitter,neutral
5858,5859,@raytoro just kick their asses and call it a day.,neutral
5859,5860,"Alright, I think it's time for bed...even though I'll probably surf the net for another hour before I go to sleep lol! Goodnight",relief
5860,5861,@Emmieman So ur moomie liked the Pandora? you can buy me one next lol,happiness
5861,5862,Happy Mothers Day!!!,love
5862,5863,HAPPY MOTHER'S DAY !!,happiness
5863,5864,@greggrunberg Can you please @elazar with that? I'd love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,sadness
5864,5865,Goodnight;,neutral
5865,5866,Happy Mothers day to all the Mothers in my life,love
5866,5867,@parboo LOL - Birmingham was my 1st love... but it's time to move on! ;) Good Morning,love
5867,5868,"3:31 loved the rain this morning,",love
5868,5869,HAPPY MOTHERS DAY!,love
5869,5870,@ddlovato demi if you can i think itd be amazing if you covered thats what you get by paramore haha im sure you know it,happiness
5870,5871,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,neutral
5871,5872,@stevenbward I was just at Geno's 3hrs ago.  Would have went to Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too,happiness
5872,5873,"@godlessgirl ha, great description of your jealousy I must say.  I will upload a pic 2morrow.  the tat actually represents free-thinking",happiness
5873,5874,"@twilightfan01 Lol, me too!!",neutral
5874,5875,G'night Twitterverse! Thanks for keeping me entertained!!,love
5875,5876,happy mother's day,happiness
5876,5877,"@solobasssteve Morning, dude! Ivy has decided she wants to go on a boat today. Are you guys around this PM? Would be nice to see you.",happiness
5877,5878,@sunsetboba lulz at robert,neutral
5878,5879,Hence the smiley face.  ha ha ha ha. Lol yeah i'm hong to be tired as fuck tomorrow. But guess what i do not care.,fun
5879,5880,Listening to Lady Gaga... Relatives just left after our Mother's Day celebration,neutral
5880,5881,Happy mother's day to all the mom's! Love you mom,love
5881,5882,@stanlopez awesome..am headin there that nite after my grad dinner  c u then boi! hehe,happiness
5882,5883,@Lovetogivenuts not yet. I save the pages to read for when I travel,worry
5883,5884,"Morning, I'm shattered. Couldn't sleep last night....got to sleep about 5am then had to be up at 7am! Doh!",worry
5884,5885,Star Trek movie: riveting. Soundtrack: superb. Overall experience: fantastic. Alyssa jumping at german shepherd: priceless.,happiness
5885,5886,"can't believe I just drove all the way back to school...whatever HAPPY MOTHER'S DAY: Mommy, Precious, Candis and Granny",happiness
5886,5887,@ryezzzzahh hahahaha yay!!!! Lakers!!! And I would please like some of that dip!!,worry
5887,5888,my first mother's day and next one in two weeks,love
5888,5889,Happy mothers day mom.. i love yew...,love
5889,5890,FUCK EM,worry
5890,5891,@Mamalonglegs resistance was futile! Needed pretties to knit with,worry
5891,5892,Travel blog up and running!  http://charlenedianetravels.blogspot.com Can't wait to start filling it up with entries! ),fun
5892,5893,happy mothers day!!,love
5893,5894,"@snarkandboobs LOL! I liked the log ride reference, but all I think about when I think of that ride is how wet you get",fun
5894,5895,@tooshort55 it'll probably come out like I'm drunk or something...I'll be so nervous!! LOL...thats why we will be there to help eachother,worry
5895,5896,At social.  just saw G-1.. Awwww,sadness
5896,5897,Going to get dinner with the parents,neutral
5897,5898,"GoodMorning, Hope Everyone Has A Beautiful Day Today  x",worry
5898,5899,@pinkisux you still pretending to be metal?,worry
5899,5900,With My Boy Still  He's everything to me,worry
5900,5901,Is pretty hammered drunk! Props to me! Two nights in a row!!!,happiness
5901,5902,stood for 4 hours in heels. all for looks and to b able to look over tall people.,sadness
5902,5903,@nita49 A big ginger and white male cat and a little female tortoiseshell. Both indoor cats and rule the house,neutral
5903,5904,@cherrythegreat kasi naman mahirap na hindi ma-notice ang beauty and kasexyhan mo (bumabawi),worry
5904,5905,Home now  phone with jason and it's off to bed i go  good night and good night,neutral
5905,5906,@wildmanrouse cool shot!,happiness
5906,5907,i am letting you read this.......,worry
5907,5908,yaaw some one want call with me?? 5529634599,neutral
5908,5909,@AndrewRatcliffe  they certainly warmed mine,neutral
5909,5910,@BizChamp yes! it definitely paid off ... thanks 4 the advice,happiness
5910,5911,Will cook a sumptuous lunch today,neutral
5911,5912,"@JoeJonas1Fan1 I know, me too!!",neutral
5912,5913,is going to help lancey cook,neutral
5913,5914,@NerdIndian Take that back. I am insulted.,worry
5914,5915,@stephenhartley Gotta love skype! Make sure you get their new update!,love
5915,5916,"@silverarcheress ah, ok  thank youuuuuu!",relief
5916,5917,I'm realizing I'm horribly awkward.,neutral
5917,5918,"@TomFelton Haha! What's it like looking back on work? Or fun, as I'm sure it was",happiness
5918,5919,@juliegoodacre I was thinking of changing it but it is a hassle for everyone who follows us so I get to be Jason,neutral
5919,5920,I am in total love with my Lip ring...more than all 12 of my piercings...it is my ut-most favorite,love
5920,5921,According to Marco smoking weed makes you philosophical.... I consider myself philosophical. In the shower.,worry
5921,5922,"@kryanth heh, you seem to have a complex about your iPhone jealousy. This self-denial is harmful! Just let it out.",neutral
5922,5923,@pcsketch Well I am going to get off now so I'll talk to you later. Goodnight and good dreams,happiness
5923,5924,"@DHughesy @rove1974 dudes, c'mon - that's almost the ghey!",neutral
5924,5925,@solangeknowles you are so freaking awesome Solange. Happy mother's day. i wish i had a mom like you...sad. blah. but best wishes!,love
5925,5926,@ Ember with Dante... I have so much fun with him  can I smile any harder...,sadness
5926,5927,@JoeEGO I never 4get bout u .. Your my boyfriend #2... whom I lovesssss down .. Let's chill this week,worry
5927,5928,@GriffReviews LOL yea I know! I'm almost done with my semester this week  yay!!,happiness
5928,5929,"niqhty niqht niqht .. all toqether, GREAT day  ;; @AyyoJayFresSh ily yall !!",happiness
5929,5930,Exhausted but happy  supercool gig at Love amazing crowd amazing club so happy to be there! Now off to sleep for a few hours,happiness
5930,5931,"better get to sleep, dodger game/mothers day 2maro  ewl i have to wake up at 8!",neutral
5931,5932,Morning People!  Just woke up now!,neutral
5932,5933,Had a great night! Tomorrow is mothers day,love
5933,5934,Happy Mothers Day. Take ur mothers into a special place.,love
5934,5935,"The sun is shining brightly and the day has just begun! What's in store? Wandering around les calanques maybe? Vin, definitely!",happiness
5935,5936,Justin Timberlake and Leonard Nimoy? And a Dick in The Box sequel? priceless,worry
5936,5937,Thank you OpenDNS for saving me from Comcast's crappy DNS server. My internet is back up to par finally.,relief
5937,5938,"@NikkiBenz i hope so, recorded the pit/was game to find out it didnt record... lucky it wasn't the leafs, i woulda lost it by now",worry
5938,5939,@iMBA haha Good job getting close. Her eyes are set somewhere else though,happiness
5939,5940,Wrestlefest was fun! Now tune into www.latalkradio.com from 2-3 sunday and chat with me,neutral
5940,5941,"aww thats wikid, i need to book myne again sooon  miss you to lovely!! im off ned some brekkie.. speak soon dudde xxx",love
5941,5942,@kelsistoudt kels i think i figured this out.. and yer my only real friend on here so im pretty much just stalking you,sadness
5942,5943,"Steak and shake with ramon, matt, and chris.",sadness
5943,5944,@joooo The rest of the week is less than 2.5 hours long,worry
5944,5945,"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",surprise
5945,5946,"@hosea24hours I'm still on the bandwagon. Figured I've been on this ride so far, might as well see what happens.",neutral
5946,5947,in the process of learning how to drive stick shift. its getting easier thanks to @mrjimson,happiness
5947,5948,"just got home! LET US ALL BE CONNECTED WITH GOD, CONSTANTLY!",neutral
5948,5949,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother's Day for the first time as a mother.",love
5949,5950,Good night everyone,neutral
5950,5951,Best day at park for Mother's day -- love my Mum to bits!! Massive weekend tho -- wee bit weary but super content!,love
5951,5952,"Yes, I love tea. If that makes me typically English then so be it",love
5952,5953,@juleswriteslove you're absolutely welcome.  i love you too and am happy i was able to help make that moment happen.,love
5953,5954,@mileycyruuus Hi  You are such a babe. Want to hang? I love you ! xD,love
5954,5955,Sleep is not coming easy. Sleeping pills. Need them. Maybe this is why my mind is soo wild lately. No sleep=craziness. Proven fact!,worry
5955,5956,"@ded Hey bud, we just shot you an email",happiness
5956,5957,Back after a tea and a blog post. A few more awake I see - good morning,neutral
5957,5958,hairspray on tv!,neutral
5958,5959,[ I'm not sure what you mean by &quot;blowin this joint&quot;?? &quot;] rb@ladypn lol lol good one......  ? http://blip.fm/~5z2zo,fun
5959,5960,uploading some pictures,neutral
5960,5961,I'm trying to decide if I want to go camping for Memorial Day...any help from my twitter friends?,worry
5961,5962,Twitter! It's been a while,neutral
5962,5963,In this exact moment i have decided that in some point in my life.. i am going to adopt a child,sadness
5963,5964,@BB517  lol he does love spahkly gold things....,love
5964,5965,@camilleprats aaaw... that's very sweet of him. my girl friends gots to drag them hubbies just so we can &quot;nite-out&quot;. unless my beer. LoL,neutral
5965,5966,sittin by the fire...yes!,neutral
5966,5967,@FrankRumbauskas Really bad ones are also classic.,neutral
5967,5968,just came bak from dancing with my NEEWWWW cd  haha im dancing again,neutral
5968,5969,@pixelmatrix Because those companies that make the bag sealers will go out of business.,sadness
5969,5970,watchin my favie @themandymoore in because I said so..then catching up on much needed sleep!! goodnight,worry
5970,5971,@ernalicious36 @raerosero thanks homskis! Its like christmas!,happiness
5971,5972,@mousebudden ten update away from 2000 whooo hoooo budden!,sadness
5972,5973,"Long day of dancin, travelin, and celebrating life  happy mothers day!!",love
5973,5974,is the luckiest girl in the world &lt;3,happiness
5974,5975,just bought a magazine,neutral
5975,5976,"@katofawesome Praying for love in a lap dance, and paying in naivety. &lt;--One of my fav songs",love
5976,5977,@tom_conrad you take such good photos.,happiness
5977,5978,"@MariahCarey The first thing she said means &quot;Your new album is really good&quot; and the second thing, &quot;Don't it's broken&quot;. I am Persian!",worry
5978,5979,Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy,fun
5979,5980,Dang baby i love you ma,neutral
5980,5981,"@StevenSmith1990 Indeed, twitter is where its at mate, its all happening on here.  Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe",neutral
5981,5982,just now i know how twitter exactly work,neutral
5982,5983,Goodnight world and all who inhabit it!,neutral
5983,5984,Just got home. :3 Was pleased with Star Trek.,happiness
5984,5985,@megspptc Okay will work on that too but please remind me again,neutral
5985,5986,Good morning. Just bought flowers for mothers day and now it's breakfast time,happiness
5986,5987,is at the salon with my mom  happy mothers day mom!,love
5987,5988,HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to @LuciIrene who became a mommy 2day,love
5988,5989,@dorkydeanna I'm watching it at the moment  -sighs- and straightening my hair which takes hours as my hair is so curly!!,neutral
5989,5990,@cbraik very cute and pretty,love
5990,5991,"[Dashboard - Modest Mouse] First Modest Mouse blip! Oyay, not bad.  ? http://blip.fm/~5z309",worry
5991,5992,sees your Steve Coogan and raises you a Dylan Moran.,neutral
5992,5993,i had a vivid dream last night! i was crooning away,worry
5993,5994,@lilmisssunstar will do! Tell my mommy I said the same n I love her mucho mucho!,love
5994,5995,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,love
5995,5996,The Star Trek movie was amazing! omg everyone has to go see it,happiness
5996,5997,good topics. and ciggarettes.,happiness
5997,5998,"These nice boys realized that we were too short to see over them at the concert and moved   Ugggg, now it's time to pack.  Early flight.",happiness
5998,5999,@iantalbot It was indeed a lovely evening. Over far too quickly  I got home at 1115 in the end. Coffee in bed this morning,love
5999,6000,Wonderful day for my photo practicum of the Fotoschool. I wouldn't mind some typical Dutch clouds though,happiness
6000,6001,HAPPY MOTHER'S DAY to all of the wonderful women out there.  Have a great and relaxful day.,happiness
6001,6002,"browsing thru adopting agencies, i'm gonna get some exotic kids",neutral
6002,6003,"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album",love
6003,6004,Happy Mother's Day to all the Mommiessss,happiness
6004,6005,@mattgarner haha what's up Matt ?,neutral
6005,6006,What's up!!? @guillermop,neutral
6006,6007,@KandyBee we shuld do  a dance like that its seriously the best thing haha. see yu tomoro.,love
6007,6008,@TravelTweetie I will go to sleep now. Might be awakened early w/breakfast tray from my 'spark' &amp; my 'joper' w/their Dad's help,worry
6008,6009,@nak1a &quot;If there's a camel up a hill&quot; and &quot;I'll give you plankton&quot; ....HILARIOUS!!,neutral
6009,6010,@Bern_morley LOL I love your kids,love
6010,6011,@davecandoit dude that honest to god happens to me all the time.. minus the trail mix.,worry
6011,6012,Home. Tonight was fun  thanks!,happiness
6012,6013,Happy Mother's Day to the tweetin' mamas  Nite tweeple!,love
6013,6014,On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties,worry
6014,6015,@xoMusicLoverxo I'm using it in a story. I actually already wrote it but have to write the chapters before it.,relief
6015,6016,@poptrashmusic How's your dog?,neutral
6016,6017,@misterchun tts ridiculously sweet of you,neutral
6017,6018,...definitely the first time I've felt alive again in years. Super happy,happiness
6018,6019,@megdia you just got one more!!,neutral
6019,6020,has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too,worry
6020,6021,"In a lazy sunday; just had a very late lunch,and forget to buy PR,we're on page 16",neutral
6021,6022,@camilleprats http://twitpic.com/4woj2 - omgssh  ang cute ng bby.!,happiness
6022,6023,"@trekkerguy Yeah, I have seen the reviews and they are great! It is just that the reviews surprised me. Now getting tickets for tonight",worry
6023,6024,@Tim_in_NH night bud,neutral
6024,6025,"@joyfrequencies Yes, but I'm quite rusty.  I'm hoping to get back to it and &quot;tune up&quot; my skills.  Tim plays guitar.  We threaten duets.",neutral
